mode,date,h,model,yhat,lo,hi
rail_komuter_utara,2026-08-12,12,lgbm_nohol,14859.953511288926,12874.976942352141,16589.66545532549
rail_komuter_utara,2026-08-13,13,lgbm_nohol,18574.838078867604,16583.239355532038,20098.34311581491
rail_komuter_utara,2026-08-14,14,lgbm_nohol,22180.60374240549,20003.768445099333,24753.70061386853
rail_komuter_utara,2026-08-01,1,lgbm,20112.979910069713,18529.191661201072,21519.041716813364
rail_komuter_utara,2026-08-02,2,lgbm,21976.51718259526,19809.466215658893,23968.684900166594
rail_komuter_utara,2026-08-03,3,lgbm,17671.02808403011,15546.775411489258,19027.27577428835
rail_komuter_utara,2026-08-04,4,lgbm,15577.007233170112,13214.079921988328,16474.128984829633
rail_komuter_utara,2026-08-05,5,lgbm,14897.918273817819,13209.944533191123,15963.758353377954
rail_komuter_utara,2026-08-06,6,lgbm,18621.276905616356,15981.705735903404,20274.92342980554
rail_komuter_utara,2026-08-07,7,lgbm,22386.527033830982,19516.370052454255,24293.85666849032
rail_komuter_utara,2026-08-08,8,lgbm,19908.3128049161,17241.467570885507,21863.78284161191
rail_komuter_utara,2026-08-09,9,lgbm,21938.24960032436,19029.35113959619,24102.577728886507
rail_komuter_utara,2026-08-10,10,lgbm,17707.814487509262,15931.862965914568,18648.08138001703
rail_komuter_utara,2026-08-11,11,lgbm,15603.121533159961,13892.348506748132,16654.337558140935
rail_komuter_utara,2026-08-12,12,lgbm,14614.739424908372,12919.296039816882,15826.780865857478
rail_komuter_utara,2026-08-13,13,lgbm,18266.3507788941,16557.75759385323,19602.73557856838
rail_komuter_utara,2026-08-14,14,lgbm,21968.501873302925,20259.929020146534,23808.872681210047
rail_ets,2026-08-01,1,seasonal_naive,20325.0,18330.848167645585,23548.7093514642
rail_ets,2026-08-02,2,seasonal_naive,21123.0,18169.622780546546,25165.825891352757
rail_ets,2026-08-03,3,seasonal_naive,17541.0,13320.613560236234,22687.648264917134
rail_ets,2026-08-04,4,seasonal_naive,15246.0,12847.51404434088,18603.65298053689
rail_ets,2026-08-05,5,seasonal_naive,15149.0,12315.761377366234,17624.321313360826
rail_ets,2026-08-06,6,seasonal_naive,17403.0,14105.864287361295,19430.313313093884
rail_ets,2026-08-07,7,seasonal_naive,22012.0,16699.934089959697,24512.673524189162
rail_ets,2026-08-08,8,seasonal_naive,20325.0,17928.76569554857,23772.777705594282
rail_ets,2026-08-09,9,seasonal_naive,21123.0,17659.479200789858,25171.20695159329
rail_ets,2026-08-10,10,seasonal_naive,17541.0,14766.081230407824,21642.456820452
rail_ets,2026-08-11,11,seasonal_naive,15246.0,12673.077353779516,18268.6009083567
rail_ets,2026-08-12,12,seasonal_naive,15149.0,12452.46454373224,18369.638367657866
rail_ets,2026-08-13,13,seasonal_naive,17403.0,15308.479332401905,20071.77054926227
rail_ets,2026-08-14,14,seasonal_naive,22012.0,19211.824854588787,24845.70323753047
rail_ets,2026-08-01,1,weekday_mean,20506.5,18442.272263536943,22936.271913706147
rail_ets,2026-08-02,2,weekday_mean,21639.25,18634.900224266774,25339.043299697154
rail_ets,2026-08-03,3,weekday_mean,17485.0,14022.013943086555,20451.49504115145
rail_ets,2026-08-04,4,weekday_mean,15190.75,11540.34200722903,17537.52425073959
rail_ets,2026-08-05,5,weekday_mean,15362.0,12877.035867178827,17608.225349200657
rail_ets,2026-08-06,6,weekday_mean,17219.5,14254.571422436002,19322.80630239896
rail_ets,2026-08-07,7,weekday_mean,21723.25,17172.11806541306,24841.977447443314
rail_ets,2026-08-08,8,weekday_mean,20506.5,18136.48734438886,23370.13613240153
rail_ets,2026-08-09,9,weekday_mean,21639.25,18511.71178164863,24735.98140919768
rail_ets,2026-08-10,10,weekday_mean,17485.0,13957.640595865612,20379.068902751853
rail_ets,2026-08-11,11,weekday_mean,15190.75,12510.36593414421,17223.644767054036
rail_ets,2026-08-12,12,weekday_mean,15362.0,13455.496541954733,17538.781581610205
rail_ets,2026-08-13,13,weekday_mean,17219.5,15472.13328115765,19363.90344931881
rail_ets,2026-08-14,14,weekday_mean,21723.25,19780.259190715402,25339.41788684742
rail_ets,2026-08-01,1,ets,20621.686488319083,18821.393152748482,22334.703514810182
rail_ets,2026-08-02,2,ets,21670.16313497649,19365.92184808511,24161.226404511068
rail_ets,2026-08-03,3,ets,17597.06041769583,14353.81165741352,20259.37658959217
rail_ets,2026-08-04,4,ets,15693.327494155783,13229.801959864622,18104.045762427897
rail_ets,2026-08-05,5,ets,16007.558528395017,13731.700130760262,17856.859208412898
rail_ets,2026-08-06,6,ets,18085.29884451677,14798.846505313157,20485.10963768094
rail_ets,2026-08-07,7,ets,22047.090262315287,17431.81997069621,24961.197547447868
rail_ets,2026-08-08,8,ets,20685.226510831526,17685.896521892937,23055.577876621323
rail_ets,2026-08-09,9,ets,21736.59922809625,18889.475321044672,24725.216948390327
rail_ets,2026-08-10,10,ets,17650.739665780657,14046.737087838184,20406.174243179437
rail_ets,2026-08-11,11,ets,15740.960073824373,13186.415847372173,17929.607857572104
rail_ets,2026-08-12,12,ets,16055.901507354558,13519.736033123128,18406.700664876204
rail_ets,2026-08-13,13,ets,18139.642730248415,15881.94036082492,20620.086079711054
rail_ets,2026-08-14,14,ets,22113.006405090626,19813.95753447004,25357.95741842332
rail_ets,2026-08-01,1,lgbm_nohol,20874.430162736502,19142.44846783945,22598.175207896064
rail_ets,2026-08-02,2,lgbm_nohol,22020.0482414601,19677.222330052402,24758.314044169336
rail_ets,2026-08-03,3,lgbm_nohol,18189.359236406362,14297.193790771693,19506.17426959721
rail_ets,2026-08-04,4,lgbm_nohol,15733.9492142862,12944.806596734306,16896.18267960367
rail_ets,2026-08-05,5,lgbm_nohol,15484.563063406875,13308.139252473684,16775.23264170419
rail_ets,2026-08-06,6,lgbm_nohol,18494.107470875213,14979.82274683934,19920.087748094116
rail_ets,2026-08-07,7,lgbm_nohol,22183.85989339279,17282.503839879017,23893.664593887144
rail_ets,2026-08-08,8,lgbm_nohol,20768.313820537864,18120.552702347883,22693.058341238575
rail_ets,2026-08-09,9,lgbm_nohol,22084.59006569251,19132.145814787287,24221.135955112008
rail_ets,2026-08-10,10,lgbm_nohol,18282.224775963718,15216.19538155611,19402.519353779666
rail_ets,2026-08-11,11,lgbm_nohol,15836.429570195058,13473.497502419974,16930.689772685368
rail_ets,2026-08-12,12,lgbm_nohol,15500.555371653976,13430.013654971051,17304.828930354346
rail_ets,2026-08-13,13,lgbm_nohol,18500.03607590981,16516.457210034307,20017.406195670817
rail_ets,2026-08-14,14,lgbm_nohol,22197.868853808755,20019.339210847935,24772.96850219691
rail_ets,2026-08-01,1,lgbm,20955.709114971894,19305.563804116016,22420.681657121382
rail_ets,2026-08-02,2,lgbm,21959.354153171134,19793.995513862137,23949.966115701056
rail_ets,2026-08-03,3,lgbm,17987.64643345065,15825.334893430978,19368.193140383893
rail_ets,2026-08-04,4,lgbm,15364.718599517675,13033.991980170385,16249.614862510447
rail_ets,2026-08-05,5,lgbm,15273.746050507058,13543.192881871526,16366.472129442818
rail_ets,2026-08-06,6,lgbm,17918.244995449277,15378.32344274452,19509.46272639618
rail_ets,2026-08-07,7,lgbm,22228.05014255251,19378.210436737416,24121.878166663828
rail_ets,2026-08-08,8,lgbm,20897.600395200687,18098.240447021617,22950.237132697883
rail_ets,2026-08-09,9,lgbm,21934.15724685805,19025.801386306084,24098.081660804586
rail_ets,2026-08-10,10,lgbm,18084.304777551006,16270.596436947517,19044.56179166328
rail_ets,2026-08-11,11,lgbm,15429.259877537868,13737.54834267707,16468.763217627784
rail_ets,2026-08-12,12,lgbm,15120.25341104359,13366.169794421729,16374.215680105646
rail_ets,2026-08-13,13,lgbm,17715.254246258133,16058.206563975631,19011.32247029525
rail_ets,2026-08-14,14,lgbm,22002.359350811872,20291.15339439799,23845.566377473348
rail_intercity,2026-08-01,1,seasonal_naive,4213.0,3799.571099993036,4881.341592397426
rail_intercity,2026-08-02,2,seasonal_naive,3394.0,2919.3401031980416,4043.7535457840604
rail_intercity,2026-08-03,3,seasonal_naive,2011.0,1526.9378909585737,2601.300781496595
rail_intercity,2026-08-04,4,seasonal_naive,1854.0,1562.1923363450076,2262.5030680721425
rail_intercity,2026-08-05,5,seasonal_naive,2111.0,1716.0297048843227,2456.0744959615886
rail_intercity,2026-08-06,6,seasonal_naive,3754.0,3042.6264881085776,4191.402981536863
rail_intercity,2026-08-07,7,seasonal_naive,4923.0,3734.7652050589,5482.365667246965
rail_intercity,2026-08-08,8,seasonal_naive,4213.0,3716.2110912644703,4927.795594380314
rail_intercity,2026-08-09,9,seasonal_naive,3394.0,2837.351017169167,4044.618377232489
rail_intercity,2026-08-10,10,seasonal_naive,2011.0,1692.7274789408586,2481.421338658615
rail_intercity,2026-08-11,11,seasonal_naive,1854.0,1540.969796764019,2221.739534662668
rail_intercity,2026-08-12,12,seasonal_naive,2111.0,1735.0869383737604,2559.976120956657
rail_intercity,2026-08-13,13,seasonal_naive,3754.0,3302.0966957693163,4329.800586789236
rail_intercity,2026-08-14,14,seasonal_naive,4923.0,4296.640011992695,5556.8597529459885
rail_intercity,2026-08-01,1,weekday_mean,4326.25,3890.681087523602,4838.951719545774
rail_intercity,2026-08-02,2,weekday_mean,3456.25,2976.2745717053317,4047.3296033030115
rail_intercity,2026-08-03,3,weekday_mean,1943.0,1558.0037232849286,2272.7990598191955
rail_intercity,2026-08-04,4,weekday_mean,1769.5,1344.0686078825017,2043.0013287431973
rail_intercity,2026-08-05,5,weekday_mean,2183.5,1830.157283854202,2502.895904141694
rail_intercity,2026-08-06,6,weekday_mean,3005.75,2488.0647411172404,3372.9934728804656
rail_intercity,2026-08-07,7,weekday_mean,4301.5,3400.1457461794867,4919.165734956323
rail_intercity,2026-08-08,8,weekday_mean,4326.25,3826.1579720105683,4930.500613382155
rail_intercity,2026-08-09,9,weekday_mean,3456.25,2956.593965277887,3950.9843336813897
rail_intercity,2026-08-10,10,weekday_mean,1943.0,1550.8470386802453,2264.747108941418
rail_intercity,2026-08-11,11,weekday_mean,1769.5,1457.1186095349346,2006.4207092710958
rail_intercity,2026-08-12,12,weekday_mean,2183.5,1912.409926179789,2493.0215364855476
rail_intercity,2026-08-13,13,weekday_mean,3005.75,2700.6546263535156,3380.1691557294685
rail_intercity,2026-08-14,14,weekday_mean,4301.5,3916.6895712419555,5017.684095338668
rail_intercity,2026-08-01,1,ets,5445.8142916612305,4970.325151343719,5898.2522234038115
rail_intercity,2026-08-02,2,ets,4889.980520861047,4369.934634105657,5452.190396336623
rail_intercity,2026-08-03,3,ets,3103.2256611372013,2531.129885343864,3572.8473116317546
rail_intercity,2026-08-04,4,ets,2810.0519418944987,2368.803456436643,3241.84198016854
rail_intercity,2026-08-05,5,ets,2910.5337488524287,2496.615248909443,3246.872672316238
rail_intercity,2026-08-06,6,ets,4033.8114526107206,3300.6478766534356,4569.177154327695
rail_intercity,2026-08-07,7,ets,4917.565895708293,3887.975088261668,5567.6552476004435
rail_intercity,2026-08-08,8,ets,5439.848432433862,4650.970873729589,6063.293336999807
rail_intercity,2026-08-09,9,ets,4884.663758024309,4244.754541678678,5556.374609320042
rail_intercity,2026-08-10,10,ets,3099.8765809313472,2466.762372181554,3583.9230666104945
rail_intercity,2026-08-11,11,ets,2807.041972848468,2351.36381233127,3197.451731971452
rail_intercity,2026-08-12,12,ets,2907.4396379971513,2448.0556036368525,3333.247658777162
rail_intercity,2026-08-13,13,ets,4029.5558785350936,3527.931118465864,4580.670062977941
rail_intercity,2026-08-14,14,ets,4912.417235161732,4401.601323360877,5633.39912980811
rail_intercity,2026-08-01,1,lgbm_nohol,4895.077000694025,4488.861862806926,5299.360333055291
rail_intercity,2026-08-02,2,lgbm_nohol,3852.212359632055,3442.2679437569664,4331.3502970846375
rail_intercity,2026-08-03,3,lgbm_nohol,2218.32840362478,1743.4618431109157,2378.987408073224
rail_intercity,2026-08-04,4,lgbm_nohol,2053.4820804404835,1689.309088871462,2205.232670497365
rail_intercity,2026-08-05,5,lgbm_nohol,2259.8009525595658,1942.0559015863557,2448.2311052189443
rail_intercity,2026-08-06,6,lgbm_nohol,3073.8329504698663,2489.579061498706,3310.903816374132
rail_intercity,2026-08-07,7,lgbm_nohol,4358.02739782792,3394.9766764600863,4693.981087425463
rail_intercity,2026-08-08,8,lgbm_nohol,4611.853719111087,4023.7873618449767,5039.338468841882
rail_intercity,2026-08-09,9,lgbm_nohol,3583.0284360198652,3103.9086063239815,3929.7450598349474
rail_intercity,2026-08-10,10,lgbm_nohol,2052.4747808999705,1708.1146302119394,2178.3003226691903
rail_intercity,2026-08-11,11,lgbm_nohol,1960.8737388687355,1668.1637160741943,2096.4260609952394
rail_intercity,2026-08-12,12,lgbm_nohol,2180.0417148357906,1888.7201185106258,2433.89984727175
rail_intercity,2026-08-13,13,lgbm_nohol,3048.5554077311363,2721.598926360437,3298.6659547978506
rail_intercity,2026-08-14,14,lgbm_nohol,4344.744687159384,3918.2664875689634,4848.857112417879
rail_intercity,2026-08-01,1,lgbm,4589.100888275693,4227.673270247045,4909.970531029661
rail_intercity,2026-08-02,2,lgbm,3563.841027289076,3212.3367089905987,3886.9785843586824
rail_intercity,2026-08-03,3,lgbm,1958.6352349307197,1723.078774449051,2109.0283164992793
rail_intercity,2026-08-04,4,lgbm,1864.4320003607806,1581.4766675747428,1971.8603510295334
rail_intercity,2026-08-05,5,lgbm,2153.403065459553,1909.3198552299866,2307.524934745143
rail_intercity,2026-08-06,6,lgbm,2970.0138927156163,2548.894463777064,3233.838065340036
rail_intercity,2026-08-07,7,lgbm,4330.221882742191,3774.944530944533,4699.225026267399
rail_intercity,2026-08-08,8,lgbm,4544.532718346871,3935.660258265768,4990.989766796727
rail_intercity,2026-08-09,9,lgbm,3525.0318482511743,3057.519567625829,3872.878290148766
rail_intercity,2026-08-10,10,lgbm,1961.4315032055706,1764.6265043954281,2065.628730669891
rail_intercity,2026-08-11,11,lgbm,1866.87307556073,1662.0869959573715,1992.7076575003327
rail_intercity,2026-08-12,12,lgbm,2150.8969002741355,1901.2742668307003,2329.3475515861883
rail_intercity,2026-08-13,13,lgbm,2968.3743767882643,2690.641010553396,3185.6049336277906
rail_intercity,2026-08-14,14,lgbm,4327.26033662944,3990.650605775918,4689.835875141525
rail_tebrau,2026-08-01,1,seasonal_naive,8548.0,7709.271080645582,9903.873819033131
rail_tebrau,2026-08-02,2,seasonal_naive,7335.0,6309.343150827937,8739.003538106594
rail_tebrau,2026-08-03,3,seasonal_naive,8471.0,6432.742451392161,10956.600507375315
rail_tebrau,2026-08-04,4,seasonal_naive,8539.0,7195.5835861921205,10419.655634143455
rail_tebrau,2026-08-05,5,seasonal_naive,8695.0,7068.739731853249,10115.818095114566
rail_tebrau,2026-08-06,6,seasonal_naive,8520.0,6905.722051976883,9512.572784467542
rail_tebrau,2026-08-07,7,seasonal_naive,9750.0,7396.937959896294,10857.712148928753
rail_tebrau,2026-08-08,8,seasonal_naive,8548.0,7540.157479644037,9998.115694436952
rail_tebrau,2026-08-09,9,seasonal_naive,7335.0,6132.179105140802,8740.872287298249
rail_tebrau,2026-08-10,10,seasonal_naive,8471.0,7130.838569377208,10451.819871329904
rail_tebrau,2026-08-11,11,seasonal_naive,8539.0,7097.879819064551,10231.989555805498
rail_tebrau,2026-08-12,12,seasonal_naive,8695.0,7147.206447016206,10543.62516469655
rail_tebrau,2026-08-13,13,seasonal_naive,8520.0,7494.522488588642,9826.630306266601
rail_tebrau,2026-08-14,14,seasonal_naive,9750.0,8509.618959573678,11005.2328291991
rail_tebrau,2026-08-01,1,weekday_mean,8559.75,7698.0487884956265,9574.045741083022
rail_tebrau,2026-08-02,2,weekday_mean,7155.25,6161.736612558044,8378.740754541093
rail_tebrau,2026-08-03,3,weekday_mean,8647.5,6934.722068328037,10114.715621834512
rail_tebrau,2026-08-04,4,weekday_mean,8591.25,6526.6282101544375,9918.55403382871
rail_tebrau,2026-08-05,5,weekday_mean,8580.0,7192.023873999966,9834.628635129257
rail_tebrau,2026-08-06,6,weekday_mean,8745.75,7239.783910989345,9814.075217067331
rail_tebrau,2026-08-07,7,weekday_mean,9669.0,7643.178818258118,11057.222581528787
rail_tebrau,2026-08-08,8,weekday_mean,8559.75,7570.400452686925,9755.160119246939
rail_tebrau,2026-08-09,9,weekday_mean,7155.25,6120.999223087678,8179.313222332046
rail_tebrau,2026-08-10,10,weekday_mean,8647.5,6902.883289108083,10078.893966913494
rail_tebrau,2026-08-11,11,weekday_mean,8591.25,7075.26073017596,9741.028008604677
rail_tebrau,2026-08-12,12,weekday_mean,8580.0,7515.12294646316,9795.840835240324
rail_tebrau,2026-08-13,13,weekday_mean,8745.75,7858.215965097736,9834.949551135516
rail_tebrau,2026-08-14,14,weekday_mean,9669.0,8804.12682252404,11278.645601841925
rail_tebrau,2026-08-01,1,ets,8578.002837914379,7829.083843112872,9290.615035165534
rail_tebrau,2026-08-02,2,ets,7306.661171216302,6529.655595813996,8146.664368849963
rail_tebrau,2026-08-03,3,ets,8486.867966897704,6922.589483491674,9770.951986206432
rail_tebrau,2026-08-04,4,ets,8614.749010587135,7262.342053836107,9938.166247955485
rail_tebrau,2026-08-05,5,ets,8653.810999533438,7423.39888851843,9653.610440468367
rail_tebrau,2026-08-06,6,ets,8703.914705060824,7122.148997164858,9858.940862837253
rail_tebrau,2026-08-07,7,ets,9571.716536170237,7567.884289756088,10836.947341408852
rail_tebrau,2026-08-08,8,ets,8578.002837914379,7334.119112988872,9561.036214413332
rail_tebrau,2026-08-09,9,ets,7306.661171216302,6349.526180968134,8311.362998728773
rail_tebrau,2026-08-10,10,ets,8486.867966897704,6753.877416780059,9811.823202314217
rail_tebrau,2026-08-11,11,ets,8614.749010587135,7216.618676858646,9812.62017078041
rail_tebrau,2026-08-12,12,ets,8653.810999533438,7286.795524414448,9920.912401188876
rail_tebrau,2026-08-13,13,ets,8703.914705060824,7620.540381036743,9894.17285130634
rail_tebrau,2026-08-14,14,ets,9571.716536170237,8576.503695127243,10976.391729591614
rail_tebrau,2026-08-01,1,lgbm_nohol,8529.505607088473,7821.751110797072,9233.8942907369
rail_tebrau,2026-08-02,2,lgbm_nohol,7293.547986774741,6517.47884383327,8200.607954101817
rail_tebrau,2026-08-03,3,lgbm_nohol,8565.794490748585,6732.769586544861,9185.951774343986
rail_tebrau,2026-08-04,4,lgbm_nohol,8488.344274035699,6983.541710816416,9115.394280967233
rail_tebrau,2026-08-05,5,lgbm_nohol,8631.791773865683,7418.493071420188,9351.305922152162
rail_tebrau,2026-08-06,6,lgbm_nohol,8800.941978804976,7128.471013893052,9479.575270488524
rail_tebrau,2026-08-07,7,lgbm_nohol,9774.49817333411,7614.773145624843,10527.903550098223
rail_tebrau,2026-08-08,8,lgbm_nohol,8532.68857473159,7444.777390079307,9323.526946548129
rail_tebrau,2026-08-09,9,lgbm_nohol,7296.252027828328,6320.741310981529,8002.183532385836
rail_tebrau,2026-08-10,10,lgbm_nohol,8576.893810407762,7138.412640532685,9102.499552427322
rail_tebrau,2026-08-11,11,lgbm_nohol,8510.087798147397,7240.240175415774,9098.146903075676
rail_tebrau,2026-08-12,12,lgbm_nohol,8608.189045302752,7458.260238951818,9610.238954739372
rail_tebrau,2026-08-13,13,lgbm_nohol,8793.22474232998,7850.356555431026,9514.486718995697
rail_tebrau,2026-08-14,14,lgbm_nohol,9768.911399167664,8810.121934156892,10902.234703812688
rail_tebrau,2026-08-01,1,lgbm,8499.504962498926,7830.169508787183,9093.730243584194
rail_tebrau,2026-08-02,2,lgbm,7282.782425141431,6564.579016802978,7943.026077262043
rail_tebrau,2026-08-03,3,lgbm,8562.992818869385,7533.564586489887,9220.240273703159
rail_tebrau,2026-08-04,4,lgbm,8475.419414436648,7189.6860959441565,8963.567873932048
rail_tebrau,2026-08-05,5,lgbm,8599.364459616725,7624.985709371246,9214.618062020378
rail_tebrau,2026-08-06,6,lgbm,8756.388162959669,7515.092620309765,9534.038746185945
rail_tebrau,2026-08-07,7,lgbm,9758.09430088436,8506.945275033071,10589.530919113051
rail_tebrau,2026-08-08,8,lgbm,8528.383968135986,7385.8760771040215,9366.130350675374
rail_tebrau,2026-08-09,9,lgbm,7309.0954330328495,6339.858757198191,8030.243396450558
rail_tebrau,2026-08-10,10,lgbm,8611.25195171663,7747.561049719992,9068.527924981034
rail_tebrau,2026-08-11,11,lgbm,8520.16760870571,7585.941118125704,9094.220298745624
rail_tebrau,2026-08-12,12,lgbm,8577.863847855288,7582.705304069334,9289.284474453241
rail_tebrau,2026-08-13,13,lgbm,8716.745634261884,7901.352041621772,9354.509856018385
rail_tebrau,2026-08-14,14,lgbm,9701.89552442598,8947.29926704829,10514.700738595435
bus_rkl,2026-08-01,1,seasonal_naive,163407.0,147375.2986017232,189323.5550380821
bus_rkl,2026-08-02,2,seasonal_naive,146281.0,125829.10043476173,174277.24394238117
bus_rkl,2026-08-03,3,seasonal_naive,243789.0,185136.166221069,315314.5603981387
bus_rkl,2026-08-04,4,seasonal_naive,252739.0,212980.79573468328,308396.7172100018
bus_rkl,2026-08-05,5,seasonal_naive,254287.0,206731.9780282313,295834.4921539205
bus_rkl,2026-08-06,6,seasonal_naive,254492.0,206279.06280644922,284136.73954201373
bus_rkl,2026-08-07,7,seasonal_naive,247625.0,187869.1451397067,275755.27675014175
bus_rkl,2026-08-08,8,seasonal_naive,163407.0,144142.8134791989,191124.92085583712
bus_rkl,2026-08-09,9,seasonal_naive,146281.0,122296.39719986456,174314.50735149428
bus_rkl,2026-08-10,10,seasonal_naive,243789.0,205224.55769930023,300789.009021662
bus_rkl,2026-08-11,11,seasonal_naive,252739.0,210089.26761948166,302842.7681890257
bus_rkl,2026-08-12,12,seasonal_naive,254287.0,209026.49781495598,308344.4052300319
bus_rkl,2026-08-13,13,seasonal_naive,254492.0,223864.5092933212,293516.55891711154
bus_rkl,2026-08-14,14,seasonal_naive,247625.0,216125.605525935,279501.55466754764
bus_rkl,2026-08-01,1,weekday_mean,161482.75,145228.24624585826,180615.685768375
bus_rkl,2026-08-02,2,weekday_mean,149224.25,128507.07499641956,174737.0134891296
bus_rkl,2026-08-03,3,weekday_mean,241202.75,193433.95078204077,282122.89916402474
bus_rkl,2026-08-04,4,weekday_mean,249612.5,189633.1615101266,288172.01647683705
bus_rkl,2026-08-05,5,weekday_mean,250961.5,210368.3338746899,287654.7454077174
bus_rkl,2026-08-06,6,weekday_mean,249427.25,206482.1005283365,279892.3358117556
bus_rkl,2026-08-07,7,weekday_mean,242871.25,191990.61416677298,277737.9244443337
bus_rkl,2026-08-08,8,weekday_mean,161482.75,142820.38105324682,184032.09542463493
bus_rkl,2026-08-09,9,weekday_mean,149224.25,127657.60116193045,170578.46350124793
bus_rkl,2026-08-10,10,weekday_mean,241202.75,192545.97796094176,281123.8452820619
bus_rkl,2026-08-11,11,weekday_mean,249612.5,205571.48773857576,283014.7069831353
bus_rkl,2026-08-12,12,weekday_mean,250961.5,219817.78626637437,286520.3457771818
bus_rkl,2026-08-13,13,weekday_mean,249427.25,224117.72804714766,280487.6024669753
bus_rkl,2026-08-14,14,weekday_mean,242871.25,221149.04787195093,283299.19715842337
bus_rkl,2026-08-01,1,ets,174524.9458815914,159289.39946368174,189021.88918861243
bus_rkl,2026-08-02,2,ets,163670.76692373745,146267.95192506068,182484.55759589135
bus_rkl,2026-08-03,3,ets,239396.57854745764,195276.6084251884,275613.7541765871
bus_rkl,2026-08-04,4,ets,251637.06391625595,212137.64630259073,290289.785920524
bus_rkl,2026-08-05,5,ets,255434.01374201,219120.06829566846,284941.73886139557
bus_rkl,2026-08-06,6,ets,252658.48367975987,206747.85496021603,286183.02958837716
bus_rkl,2026-08-07,7,ets,245416.93256031736,194044.2250060412,277853.94532049174
bus_rkl,2026-08-08,8,ets,174524.53393003918,149219.789854178,194522.71182389773
bus_rkl,2026-08-09,9,ets,163670.3880168169,142233.21287924738,186172.92867917067
bus_rkl,2026-08-10,10,ets,239396.0349828846,190517.70641209307,276765.8852304133
bus_rkl,2026-08-11,11,ets,251636.50353919563,210801.74542709923,286622.3542112888
bus_rkl,2026-08-12,12,ets,255433.4558411072,215087.93540949805,292830.15428372007
bus_rkl,2026-08-13,13,ets,252657.94244601813,221213.1528925998,287205.0201208072
bus_rkl,2026-08-14,14,ets,245416.41694219242,219901.97035499755,281428.3218502391
bus_rkl,2026-08-01,1,lgbm_nohol,164194.5703549995,150571.6787536721,177752.67663736973
bus_rkl,2026-08-02,2,lgbm_nohol,154056.28241116306,137666.08203939366,173212.94486697522
bus_rkl,2026-08-03,3,lgbm_nohol,244567.84259037496,192237.793148362,262272.3818129173
bus_rkl,2026-08-04,4,lgbm_nohol,253141.00658486318,208269.60921057727,271838.8814571521
bus_rkl,2026-08-05,5,lgbm_nohol,254256.9791442136,218522.20362049577,275448.52622436173
bus_rkl,2026-08-06,6,lgbm_nohol,252856.98535065056,204811.038244498,272352.43843818386
bus_rkl,2026-08-07,7,lgbm_nohol,248929.6385443293,193932.77590929987,268114.9197642894
bus_rkl,2026-08-08,8,lgbm_nohol,164877.89548417102,143858.42741482137,180157.637193718
bus_rkl,2026-08-09,9,lgbm_nohol,154581.29136969408,133916.43269538728,169535.48359279466
bus_rkl,2026-08-10,10,lgbm_nohol,245416.0610146734,204260.5246046341,260453.8569247099
bus_rkl,2026-08-11,11,lgbm_nohol,254677.02703229972,216679.26518811565,272273.57123128144
bus_rkl,2026-08-12,12,lgbm_nohol,254281.1721368484,220316.7193709763,283877.85380108707
bus_rkl,2026-08-13,13,lgbm_nohol,252665.97086467815,225576.41428765215,273388.5569008082
bus_rkl,2026-08-14,14,lgbm_nohol,248619.9612032968,224221.05433062228,277460.3383411025
bus_rkl,2026-08-01,1,lgbm,164368.03837307353,151425.51021022172,175858.20730537208
bus_rkl,2026-08-02,2,lgbm,151709.6038810698,136750.47050383227,165461.5197573758
bus_rkl,2026-08-03,3,lgbm,244932.39373346217,215490.3617403717,263729.9164591257
bus_rkl,2026-08-04,4,lgbm,252520.47144443073,214217.12027732318,267062.9287307191
bus_rkl,2026-08-05,5,lgbm,253950.4193844638,225178.97977806293,272117.6175707109
bus_rkl,2026-08-06,6,lgbm,252745.42992138275,216920.47720213974,275189.1545775588
bus_rkl,2026-08-07,7,lgbm,249786.7913007101,217763.1483149969,271067.73296094756
bus_rkl,2026-08-08,8,lgbm,164972.02234240578,142873.9457945889,181175.4847730159
bus_rkl,2026-08-09,9,lgbm,152273.69793144666,132083.7806603435,167295.7437172087
bus_rkl,2026-08-10,10,lgbm,246110.08379163605,221428.51326361645,259177.59342824688
bus_rkl,2026-08-11,11,lgbm,253867.8244079312,226034.66916615595,270970.41976349655
bus_rkl,2026-08-12,12,lgbm,252069.06823279368,222828.6365761839,272972.51757866424
bus_rkl,2026-08-13,13,lgbm,250207.66921702452,226804.99675308482,268512.1878270627
bus_rkl,2026-08-14,14,lgbm,247156.98791027153,227935.4583999737,267861.2509615822
bus_rpn,2026-08-01,1,seasonal_naive,43856.0,39553.25883540454,50811.732609818246
bus_rpn,2026-08-02,2,seasonal_naive,45699.0,39309.61641123732,54445.31429818316
bus_rpn,2026-08-03,3,seasonal_naive,49404.0,37517.773112727795,63898.93544226603
bus_rpn,2026-08-04,4,seasonal_naive,51178.0,43127.09734867989,62448.50055033109
bus_rpn,2026-08-05,5,seasonal_naive,48267.0,39240.283047043755,56153.39004312208
bus_rpn,2026-08-06,6,seasonal_naive,52014.0,42159.91392249474,58072.99229950468
bus_rpn,2026-08-07,7,seasonal_naive,53121.0,40301.86742955707,59155.65129477934
bus_rpn,2026-08-08,8,seasonal_naive,43856.0,38685.69359980684,51295.20037559031
bus_rpn,2026-08-09,9,seasonal_naive,45699.0,38205.96361844804,54456.95577011046
